ORF_A	ORF_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID
YDL017W	YFR057W	Two Hybrid	Uetz et al	;10688190;
YDL017W	YNR048W	Two Hybrid	Uetz et al	;10688190;
YDL017W	YOR006C	Two Hybrid	Uetz et al	;10688190;
YLR245C	YLR245C	Two Hybrid	Uetz et al	;10688190;
YBR274W	YMR255W	Two Hybrid	Uetz et al	;10688190;
YBR274W	YLR258W	Two Hybrid	Uetz et al	;10688190;
YMR138W	YOR070C	Two Hybrid	Uetz et al	;10688190;
YMR138W	YBR284W	Two Hybrid	Uetz et al	;10688190;
YCR005C	YCR005C	Two Hybrid	Uetz et al	;10688190;
YCR005C	YJL042W	Two Hybrid	Uetz et al	;10688190;
YOR061W	YOR039W	Two Hybrid	Uetz et al	;10688190;
YGR108W	YBR135W	Two Hybrid	Uetz et al	;10688190;
YPR119W	YBR135W	Two Hybrid	Uetz et al	;10688190;
YPR119W	YNL135C	Two Hybrid	Uetz et al	;10688190;
YPR119W	YDR386W	Two Hybrid	Uetz et al	;10688190;
YPR119W	YDR412W	Two Hybrid	Uetz et al	;10688190;
YPR119W	YHR035W	Two Hybrid	Uetz et al	;10688190;
YPR119W	YNR022C	Two Hybrid	Uetz et al	;10688190;
YDL155W	YBR135W	Two Hybrid	Uetz et al	;10688190;
YAL040C	YJL013C	Two Hybrid	Uetz et al	;10688190;
YLR433C	YNL047C	Two Hybrid	Uetz et al	;10688190;
YKL190W	YMR211W	Two Hybrid	Uetz et al	;10688190;
YBR155W	YDR463W	Two Hybrid	Uetz et al	;10688190;
YLL050C	YFL039C	Two Hybrid	Uetz et al	;10688190;
YOR303W	YOR039W	Two Hybrid	Uetz et al	;10688190;
YLR216C	YIR037W	Two Hybrid	Uetz et al	;10688190;
YLR429W	YDR328C	Two Hybrid	Uetz et al	;10688190;
YNR010W	YOR174W	Two Hybrid	Uetz et al	;10688190;
YMR094W	YLL052C	Two Hybrid	Uetz et al	;10688190;
YMR094W	YOR359W	Two Hybrid	Uetz et al	;10688190;
YHR057C	YJR091C	Two Hybrid	Uetz et al	;10688190;
YGR155W	YCR086W	Two Hybrid	Uetz et al	;10688190;
YIR032C	YIR032C	Two Hybrid	Uetz et al	;10688190;
YNL314W	YNL314W	Two Hybrid	Uetz et al	;10688190;
YGR113W	YGL061C	Two Hybrid	Uetz et al	;10688190;
YNL118C	YOL149W	Two Hybrid	Uetz et al	;10688190;
YNL118C	YEL015W	Two Hybrid	Uetz et al	;10688190;
YDL160C	YOL149W	Two Hybrid	Uetz et al	;10688190;
YDL160C	YEL015W	Two Hybrid	Uetz et al	;10688190;
YPR082C	YBR055C	Two Hybrid	Uetz et al	;10688190;
YPL049C	YDR480W	Two Hybrid	Uetz et al	;10688190;
YER179W	YER179W	Two Hybrid	Uetz et al	;10688190;
YIL150C	YGL201C	Two Hybrid	Uetz et al	;10688190;
YGL061C	YER016W	Two Hybrid	Uetz et al	;10688190;
YGL061C	YDR016C	Two Hybrid	Uetz et al	;10688190;
YDR206W	YOL149W	Two Hybrid	Uetz et al	;10688190;
YDR206W	YER027C	Two Hybrid	Uetz et al	;10688190;
YDR206W	YJL030W	Two Hybrid	Uetz et al	;10688190;
YDR206W	YBR057C	Two Hybrid	Uetz et al	;10688190;
YDR206W	YOR047C	Two Hybrid	Uetz et al	;10688190;
YOR180C	YLR284C	Two Hybrid	Uetz et al	;10688190;
YLR390W	YDR145W	Two Hybrid	Uetz et al	;10688190;
YBR176W	YBR176W	Two Hybrid	Uetz et al	;10688190;
YJR125C	YOR111W	Two Hybrid	Uetz et al	;10688190;
YLR233C	YGL201C	Two Hybrid	Uetz et al	;10688190;
YLR233C	YKL020C	Two Hybrid	Uetz et al	;10688190;
YLR233C	YNL229C	Two Hybrid	Uetz et al	;10688190;
YLR233C	YAL028W	Two Hybrid	Uetz et al	;10688190;
YLR233C	YGR160W	Two Hybrid	Uetz et al	;10688190;
YLR233C	YJL019W	Two Hybrid	Uetz et al	;10688190;
YLR233C	YML038C	Two Hybrid	Uetz et al	;10688190;
YNL023C	YMR224C	Two Hybrid	Uetz et al	;10688190;
YNL023C	YKL130C	Two Hybrid	Uetz et al	;10688190;
YMR052W	YFR008W	Two Hybrid	Uetz et al	;10688190;
YDR236C	YDR398W	Two Hybrid	Uetz et al	;10688190;
YGR267C	YGR267C	Two Hybrid	Uetz et al	;10688190;
YNL135C	YER052C	Two Hybrid	Uetz et al	;10688190;
YNL135C	YMR087W	Two Hybrid	Uetz et al	;10688190;
YBL042C	YER021W	Two Hybrid	Uetz et al	;10688190;
YAL032C	YLR345W	Two Hybrid	Uetz et al	;10688190;
YAL032C	YPL151C	Two Hybrid	Uetz et al	;10688190;
YHR128W	YPR185W	Two Hybrid	Uetz et al	;10688190;
YGL254W	YOR039W	Two Hybrid	Uetz et al	;10688190;
YGL254W	YHR215W	Two Hybrid	Uetz et al	;10688190;
YGL254W	YGR047C	Two Hybrid	Uetz et al	;10688190;
YLR291C	YPL070W	Two Hybrid	Uetz et al	;10688190;
YKR026C	YKR026C	Two Hybrid	Uetz et al	;10688190;
YGR252W	YDR448W	Two Hybrid	Uetz et al	;10688190;
YOR375C	YJL124C	Two Hybrid	Uetz et al	;10688190;
YMR255W	YGL122C	Two Hybrid	Uetz et al	;10688190;
YML094W	YLR200W	Two Hybrid	Uetz et al	;10688190;
YML006C	YGL166W	Two Hybrid	Uetz et al	;10688190;
YER133W	YDL070W	Two Hybrid	Uetz et al	;10688190;
YER133W	YNL233W	Two Hybrid	Uetz et al	;10688190;
YER133W	YBR045C	Two Hybrid	Uetz et al	;10688190;
YER133W	YJL042W	Two Hybrid	Uetz et al	;10688190;
YER133W	YIR006C	Two Hybrid	Uetz et al	;10688190;
YER133W	YDR195W	Two Hybrid	Uetz et al	;10688190;
YER133W	YOR329C	Two Hybrid	Uetz et al	;10688190;
YER133W	YDR130C	Two Hybrid	Uetz et al	;10688190;
YER133W	YDR412W	Two Hybrid	Uetz et al	;10688190;
YER133W	YHR100C	Two Hybrid	Uetz et al	;10688190;
YER133W	YOR315W	Two Hybrid	Uetz et al	;10688190;
YJL137C	YJL137C	Two Hybrid	Uetz et al	;10688190;
YCL040W	YML099C	Two Hybrid	Uetz et al	;10688190;
YCL040W	YBR040W	Two Hybrid	Uetz et al	;10688190;
YOL059W	YFL017C	Two Hybrid	Uetz et al	;10688190;
YDR098C	YGL071W	Two Hybrid	Uetz et al	;10688190;
YPL059W	YIL105C	Two Hybrid	Uetz et al	;10688190;
YPL059W	YNL047C	Two Hybrid	Uetz et al	;10688190;
YDR108W	YGR234W	Two Hybrid	Uetz et al	;10688190;
YLR293C	YJR074W	Two Hybrid	Uetz et al	;10688190;
YOR185C	YJR074W	Two Hybrid	Uetz et al	;10688190;
YML121W	YML121W	Two Hybrid	Uetz et al	;10688190;
YJL110C	YNL021W	Two Hybrid	Uetz et al	;10688190;
YDL013W	YDR510W	Two Hybrid	Uetz et al	;10688190;
YDL013W	YER116C	Two Hybrid	Uetz et al	;10688190;
YOR202W	YOR202W	Two Hybrid	Uetz et al	;10688190;
YER062C	YPL201C	Two Hybrid	Uetz et al	;10688190;
YJL092W	YOR355W	Two Hybrid	Uetz et al	;10688190;
YJL092W	YDR510W	Two Hybrid	Uetz et al	;10688190;
YJL092W	YDR078C	Two Hybrid	Uetz et al	;10688190;
YOL123W	YGL122C	Two Hybrid	Uetz et al	;10688190;
YPL204W	YHR185C	Two Hybrid	Uetz et al	;10688190;
YOL133W	YJL141C	Two Hybrid	Uetz et al	;10688190;
YOL133W	YIL001W	Two Hybrid	Uetz et al	;10688190;
YOL133W	YJL200C	Two Hybrid	Uetz et al	;10688190;
YOR319W	YBR103W	Two Hybrid	Uetz et al	;10688190;
YOR025W	YLR403W	Two Hybrid	Uetz et al	;10688190;
YDR225W	YKR048C	Two Hybrid	Uetz et al	;10688190;
YOL012C	YJL019W	Two Hybrid	Uetz et al	;10688190;
YGL192W	YBR057C	Two Hybrid	Uetz et al	;10688190;
YOL108C	YKL135C	Two Hybrid	Uetz et al	;10688190;
YOL108C	YKL017C	Two Hybrid	Uetz et al	;10688190;
YOL108C	YDR123C	Two Hybrid	Uetz et al	;10688190;
YOL108C	YMR317W	Two Hybrid	Uetz et al	;10688190;
YOL108C	YNL279W	Two Hybrid	Uetz et al	;10688190;
YGL150C	YOR355W	Two Hybrid	Uetz et al	;10688190;
YGL150C	YDL002C	Two Hybrid	Uetz et al	;10688190;
YDR315C	YLR264W	Two Hybrid	Uetz et al	;10688190;
YDR315C	YJR117W	Two Hybrid	Uetz et al	;10688190;
YDR315C	YLR323C	Two Hybrid	Uetz et al	;10688190;
YDR315C	YOR078W	Two Hybrid	Uetz et al	;10688190;
YHR079C	YDR532C	Two Hybrid	Uetz et al	;10688190;
YLL027W	YGL189C	Two Hybrid	Uetz et al	;10688190;
YLL027W	YER131W	Two Hybrid	Uetz et al	;10688190;
YER180C	YGL026C	Two Hybrid	Uetz et al	;10688190;
YOR226C	YPL088W	Two Hybrid	Uetz et al	;10688190;
YBR017C	YNR069C	Two Hybrid	Uetz et al	;10688190;
YCL055W	YBR057C	Two Hybrid	Uetz et al	;10688190;
YDR017C	YDR099W	Two Hybrid	Uetz et al	;10688190;
YHR158C	YJR122W	Two Hybrid	Uetz et al	;10688190;
YHR158C	YOR047C	Two Hybrid	Uetz et al	;10688190;
YHR158C	YMR181C	Two Hybrid	Uetz et al	;10688190;
YDR148C	YDR510W	Two Hybrid	Uetz et al	;10688190;
YDR122W	YOL082W	Two Hybrid	Uetz et al	;10688190;
YCL059C	YGL201C	Two Hybrid	Uetz et al	;10688190;
YGR040W	YDL159W	Two Hybrid	Uetz et al	;10688190;
YKL103C	YKL103C	Two Hybrid	Uetz et al	;10688190;
YKL103C	YOL082W	Two Hybrid	Uetz et al	;10688190;
YER127W	YDR299W	Two Hybrid	Uetz et al	;10688190;
YNL104C	YKL183W	Two Hybrid	Uetz et al	;10688190;
YKL205W	YKL144C	Two Hybrid	Uetz et al	;10688190;
YDR503C	YKL130C	Two Hybrid	Uetz et al	;10688190;
YDR439W	YCR086W	Two Hybrid	Uetz et al	;10688190;
YBL026W	YOL149W	Two Hybrid	Uetz et al	;10688190;
YBL026W	YDL160C	Two Hybrid	Uetz et al	;10688190;
YBL026W	YJL124C	Two Hybrid	Uetz et al	;10688190;
YBL026W	YER146W	Two Hybrid	Uetz et al	;10688190;
YBL026W	YDR378C	Two Hybrid	Uetz et al	;10688190;
YBL026W	YNL147W	Two Hybrid	Uetz et al	;10688190;
YBL026W	YGR158C	Two Hybrid	Uetz et al	;10688190;
YBL026W	YOR167C	Two Hybrid	Uetz et al	;10688190;
YBL026W	YLR264W	Two Hybrid	Uetz et al	;10688190;
YBL026W	YLR275W	Two Hybrid	Uetz et al	;10688190;
YER112W	YOR039W	Two Hybrid	Uetz et al	;10688190;
YER112W	YOL149W	Two Hybrid	Uetz et al	;10688190;
YER112W	YJL124C	Two Hybrid	Uetz et al	;10688190;
YER112W	YDR378C	Two Hybrid	Uetz et al	;10688190;
YER112W	YNL147W	Two Hybrid	Uetz et al	;10688190;
YER112W	YJR022W	Two Hybrid	Uetz et al	;10688190;
YER112W	YOR167C	Two Hybrid	Uetz et al	;10688190;
YER112W	YLR264W	Two Hybrid	Uetz et al	;10688190;
YER112W	YLR269C	Two Hybrid	Uetz et al	;10688190;
YJR022W	YOL149W	Two Hybrid	Uetz et al	;10688190;
YJR022W	YPR017C	Two Hybrid	Uetz et al	;10688190;
YJR022W	YOR319W	Two Hybrid	Uetz et al	;10688190;
YJR022W	YBL026W	Two Hybrid	Uetz et al	;10688190;
YJR022W	YER146W	Two Hybrid	Uetz et al	;10688190;
YJR022W	YDR378C	Two Hybrid	Uetz et al	;10688190;
YJR022W	YNL147W	Two Hybrid	Uetz et al	;10688190;
YJR022W	YGR158C	Two Hybrid	Uetz et al	;10688190;
YJR022W	YOR167C	Two Hybrid	Uetz et al	;10688190;
YJR022W	YLR264W	Two Hybrid	Uetz et al	;10688190;
YJR022W	YEL015W	Two Hybrid	Uetz et al	;10688190;
YJR022W	YLR269C	Two Hybrid	Uetz et al	;10688190;
YGR057C	YKL015W	Two Hybrid	Uetz et al	;10688190;
YGL154C	YGL254W	Two Hybrid	Uetz et al	;10688190;
YPR051W	YEL053C	Two Hybrid	Uetz et al	;10688190;
YCR020C-A	YEL053C	Two Hybrid	Uetz et al	;10688190;
YPR046W	YJR135C	Two Hybrid	Uetz et al	;10688190;
YLR288C	YMR159C	Two Hybrid	Uetz et al	;10688190;
YMR112C	YBR253W	Two Hybrid	Uetz et al	;10688190;
YOL135C	YOR174W	Two Hybrid	Uetz et al	;10688190;
YNL210W	YKL142W	Two Hybrid	Uetz et al	;10688190;
YIL128W	YMR112C	Two Hybrid	Uetz et al	;10688190;
YIL046W	YBR138C	Two Hybrid	Uetz et al	;10688190;
YIL046W	YJR131W	Two Hybrid	Uetz et al	;10688190;
YIL046W	YLR082C	Two Hybrid	Uetz et al	;10688190;
YIL046W	YBR270C	Two Hybrid	Uetz et al	;10688190;
YIL046W	YEL015W	Two Hybrid	Uetz et al	;10688190;
YIL046W	YJL058C	Two Hybrid	Uetz et al	;10688190;
YPL038W	YEL009C	Two Hybrid	Uetz et al	;10688190;
YGL035C	YPL025C	Two Hybrid	Uetz et al	;10688190;
YPL140C	YHR030C	Two Hybrid	Uetz et al	;10688190;
YFL034C-B	YOL036W	Two Hybrid	Uetz et al	;10688190;
YOL088C	YHR091C	Two Hybrid	Uetz et al	;10688190;
YOL088C	YLR312C	Two Hybrid	Uetz et al	;10688190;
YKL142W	YKL142W	Two Hybrid	Uetz et al	;10688190;
YKL142W	YMR165C	Two Hybrid	Uetz et al	;10688190;
YGR014W	YDL165W	Two Hybrid	Uetz et al	;10688190;
YGR014W	YJL030W	Two Hybrid	Uetz et al	;10688190;
YGR014W	YJL013C	Two Hybrid	Uetz et al	;10688190;
YGR014W	YPL211W	Two Hybrid	Uetz et al	;10688190;
YGR014W	YIL144W	Two Hybrid	Uetz et al	;10688190;
YDL154W	YBR133C	Two Hybrid	Uetz et al	;10688190;
YDL154W	YMR224C	Two Hybrid	Uetz et al	;10688190;
YDL154W	YGL025C	Two Hybrid	Uetz et al	;10688190;
YDL154W	YIL144W	Two Hybrid	Uetz et al	;10688190;
YDL154W	YGL170C	Two Hybrid	Uetz et al	;10688190;
YDR335W	YDR174W	Two Hybrid	Uetz et al	;10688190;
YDR335W	YGR009C	Two Hybrid	Uetz et al	;10688190;
YDR335W	YDR146C	Two Hybrid	Uetz et al	;10688190;
YDR335W	YOR359W	Two Hybrid	Uetz et al	;10688190;
YDR335W	YPR008W	Two Hybrid	Uetz et al	;10688190;
YGR158C	YDL111C	Two Hybrid	Uetz et al	;10688190;
YAL034W-A	YKL103C	Two Hybrid	Uetz et al	;10688190;
YAL034W-A	YGL172W	Two Hybrid	Uetz et al	;10688190;
YAL034W-A	YGR120C	Two Hybrid	Uetz et al	;10688190;
YGL122C	YKR026C	Two Hybrid	Uetz et al	;10688190;
YML031W	YDL088C	Two Hybrid	Uetz et al	;10688190;
YML031W	YMR153W	Two Hybrid	Uetz et al	;10688190;
YDL002C	YER092W	Two Hybrid	Uetz et al	;10688190;
YFR002W	YMR153W	Two Hybrid	Uetz et al	;10688190;
YFR002W	YGR120C	Two Hybrid	Uetz et al	;10688190;
YGL221C	YGL221C	Two Hybrid	Uetz et al	;10688190;
YMR309C	YNL244C	Two Hybrid	Uetz et al	;10688190;
YMR309C	YNL047C	Two Hybrid	Uetz et al	;10688190;
YMR309C	YOR284W	Two Hybrid	Uetz et al	;10688190;
YPL174C	YHR129C	Two Hybrid	Uetz et al	;10688190;
YPL174C	YIL144W	Two Hybrid	Uetz et al	;10688190;
YPL174C	YJL184W	Two Hybrid	Uetz et al	;10688190;
YBR170C	YGR048W	Two Hybrid	Uetz et al	;10688190;
YMR091C	YFR037C	Two Hybrid	Uetz et al	;10688190;
YDR001C	YLR270W	Two Hybrid	Uetz et al	;10688190;
YOL069W	YER099C	Two Hybrid	Uetz et al	;10688190;
YER105C	YJL030W	Two Hybrid	Uetz et al	;10688190;
YER105C	YMR153W	Two Hybrid	Uetz et al	;10688190;
YER105C	YEL015W	Two Hybrid	Uetz et al	;10688190;
YLR335W	YOR020C	Two Hybrid	Uetz et al	;10688190;
YGR119C	YJL041W	Two Hybrid	Uetz et al	;10688190;
YGR119C	YGL172W	Two Hybrid	Uetz et al	;10688190;
YGR119C	YMR236W	Two Hybrid	Uetz et al	;10688190;
YOR269W	YLR254C	Two Hybrid	Uetz et al	;10688190;
YDR228C	YDR448W	Two Hybrid	Uetz et al	;10688190;
YDR228C	YOR250C	Two Hybrid	Uetz et al	;10688190;
YDR228C	YMR061W	Two Hybrid	Uetz et al	;10688190;
YDR228C	YGL044C	Two Hybrid	Uetz et al	;10688190;
YDR228C	YLR423C	Two Hybrid	Uetz et al	;10688190;
YDR228C	YLR424W	Two Hybrid	Uetz et al	;10688190;
YDR228C	YPR049C	Two Hybrid	Uetz et al	;10688190;
YGL134W	YPL031C	Two Hybrid	Uetz et al	;10688190;
YDL127W	YDR146C	Two Hybrid	Uetz et al	;10688190;
YER059W	YJL084C	Two Hybrid	Uetz et al	;10688190;
YER059W	YLR190W	Two Hybrid	Uetz et al	;10688190;
YBR221C	YLR345W	Two Hybrid	Uetz et al	;10688190;
YIL013C	YDR174W	Two Hybrid	Uetz et al	;10688190;
YDR142C	YHR160C	Two Hybrid	Uetz et al	;10688190;
YDR142C	YGR239C	Two Hybrid	Uetz et al	;10688190;
YDR142C	YIL160C	Two Hybrid	Uetz et al	;10688190;
YGR240C	YMR223W	Two Hybrid	Uetz et al	;10688190;
YPL031C	YGL215W	Two Hybrid	Uetz et al	;10688190;
YPL031C	YDL127W	Two Hybrid	Uetz et al	;10688190;
YPL031C	YER059W	Two Hybrid	Uetz et al	;10688190;
YPL031C	YIL050W	Two Hybrid	Uetz et al	;10688190;
YPL031C	YPL219W	Two Hybrid	Uetz et al	;10688190;
YPL031C	YDL179W	Two Hybrid	Uetz et al	;10688190;
YPL031C	YJR159W	Two Hybrid	Uetz et al	;10688190;
YPL031C	YDL246C	Two Hybrid	Uetz et al	;10688190;
YPL031C	YNL201C	Two Hybrid	Uetz et al	;10688190;
YDR313C	YPL133C	Two Hybrid	Uetz et al	;10688190;
YBL105C	YML109W	Two Hybrid	Uetz et al	;10688190;
YDR490C	YHR207C	Two Hybrid	Uetz et al	;10688190;
YDR490C	YIR044C	Two Hybrid	Uetz et al	;10688190;
YDR490C	YLR466W	Two Hybrid	Uetz et al	;10688190;
YMR129W	YJL057C	Two Hybrid	Uetz et al	;10688190;
YMR129W	YMR153W	Two Hybrid	Uetz et al	;10688190;
YMR267W	YKR026C	Two Hybrid	Uetz et al	;10688190;
YNR032W	YLR216C	Two Hybrid	Uetz et al	;10688190;
YNR032W	YMR186W	Two Hybrid	Uetz et al	;10688190;
YNR032W	YGR123C	Two Hybrid	Uetz et al	;10688190;
YGR123C	YDR216W	Two Hybrid	Uetz et al	;10688190;
YOR362C	YFL017C	Two Hybrid	Uetz et al	;10688190;
YJL001W	YLR386W	Two Hybrid	Uetz et al	;10688190;
YMR314W	YKL130C	Two Hybrid	Uetz et al	;10688190;
YER023W	YER023W	Two Hybrid	Uetz et al	;10688190;
YDL043C	YJL203W	Two Hybrid	Uetz et al	;10688190;
YBR237W	YDR073W	Two Hybrid	Uetz et al	;10688190;
YBR055C	YDL064W	Two Hybrid	Uetz et al	;10688190;
YOL061W	YER099C	Two Hybrid	Uetz et al	;10688190;
YMR308C	YKL135C	Two Hybrid	Uetz et al	;10688190;
YMR308C	YOR020C	Two Hybrid	Uetz et al	;10688190;
YMR308C	YDR148C	Two Hybrid	Uetz et al	;10688190;
YMR308C	YGR119C	Two Hybrid	Uetz et al	;10688190;
YMR308C	YJR159W	Two Hybrid	Uetz et al	;10688190;
YMR308C	YOR229W	Two Hybrid	Uetz et al	;10688190;
YMR308C	YDL246C	Two Hybrid	Uetz et al	;10688190;
YMR308C	YER045C	Two Hybrid	Uetz et al	;10688190;
YMR308C	YIR025W	Two Hybrid	Uetz et al	;10688190;
YMR308C	YMR048W	Two Hybrid	Uetz et al	;10688190;
YMR308C	YPL133C	Two Hybrid	Uetz et al	;10688190;
YDL006W	YDR162C	Two Hybrid	Uetz et al	;10688190;
YER089C	YDR071C	Two Hybrid	Uetz et al	;10688190;
YOR348C	YMR228W	Two Hybrid	Uetz et al	;10688190;
YOR348C	YCR045C	Two Hybrid	Uetz et al	;10688190;
YOR348C	YJL084C	Two Hybrid	Uetz et al	;10688190;
YOR348C	YLR294C	Two Hybrid	Uetz et al	;10688190;
YML095C	YOR260W	Two Hybrid	Uetz et al	;10688190;
YML095C	YCR086W	Two Hybrid	Uetz et al	;10688190;
YOR368W	YLR288C	Two Hybrid	Uetz et al	;10688190;
YER162C	YEL037C	Two Hybrid	Uetz et al	;10688190;
YER162C	YLR167W	Two Hybrid	Uetz et al	;10688190;
YER095W	YER047C	Two Hybrid	Uetz et al	;10688190;
YER095W	YDL064W	Two Hybrid	Uetz et al	;10688190;
YER095W	YMR233W	Two Hybrid	Uetz et al	;10688190;
YER095W	YPL238C	Two Hybrid	Uetz et al	;10688190;
YER095W	YPR011C	Two Hybrid	Uetz et al	;10688190;
YDR076W	YER095W	Two Hybrid	Uetz et al	;10688190;
YGL058W	YCR066W	Two Hybrid	Uetz et al	;10688190;
YDL090C	YKL019W	Two Hybrid	Uetz et al	;10688190;
YGL158W	YLR113W	Two Hybrid	Uetz et al	;10688190;
YOR127W	YHL042W	Two Hybrid	Uetz et al	;10688190;
YOR127W	YJL185C	Two Hybrid	Uetz et al	;10688190;
YLR071C	YDL065C	Two Hybrid	Uetz et al	;10688190;
YPR165W	YPL161C	Two Hybrid	Uetz et al	;10688190;
YKR055W	YPL161C	Two Hybrid	Uetz et al	;10688190;
YHL027W	YJL056C	Two Hybrid	Uetz et al	;10688190;
YMR139W	YJR094C	Two Hybrid	Uetz et al	;10688190;
YPR018W	YBR195C	Two Hybrid	Uetz et al	;10688190;
YLL046C	YFR047C	Two Hybrid	Uetz et al	;10688190;
YOR210W	YGL166W	Two Hybrid	Uetz et al	;10688190;
YNL113W	YML121W	Two Hybrid	Uetz et al	;10688190;
YNL113W	YFR011C	Two Hybrid	Uetz et al	;10688190;
YNL113W	YHL018W	Two Hybrid	Uetz et al	;10688190;
YNL113W	YLR266C	Two Hybrid	Uetz et al	;10688190;
YPR110C	YNL113W	Two Hybrid	Uetz et al	;10688190;
YPR110C	YLR238W	Two Hybrid	Uetz et al	;10688190;
YDL150W	YKR025W	Two Hybrid	Uetz et al	;10688190;
YFR004W	YOR261C	Two Hybrid	Uetz et al	;10688190;
YFR052W	YJR133W	Two Hybrid	Uetz et al	;10688190;
YFR052W	YDR273W	Two Hybrid	Uetz et al	;10688190;
YDL147W	YDR201W	Two Hybrid	Uetz et al	;10688190;
YDL147W	YDR179C	Two Hybrid	Uetz et al	;10688190;
YDL097C	YEL009C	Two Hybrid	Uetz et al	;10688190;
YLR340W	YDL081C	Two Hybrid	Uetz et al	;10688190;
YGL189C	YLR435W	Two Hybrid	Uetz et al	;10688190;
YER131W	YLR435W	Two Hybrid	Uetz et al	;10688190;
YLR264W	YOL149W	Two Hybrid	Uetz et al	;10688190;
YLR264W	YBR094W	Two Hybrid	Uetz et al	;10688190;
YER102W	YBR135W	Two Hybrid	Uetz et al	;10688190;
YER102W	YFL017C	Two Hybrid	Uetz et al	;10688190;
YDR394W	YBR211C	Two Hybrid	Uetz et al	;10688190;
YDR394W	YDR394W	Two Hybrid	Uetz et al	;10688190;
YDR394W	YOR259C	Two Hybrid	Uetz et al	;10688190;
YDR394W	YOR117W	Two Hybrid	Uetz et al	;10688190;
YDR394W	YGR232W	Two Hybrid	Uetz et al	;10688190;
YBL025W	YDL113C	Two Hybrid	Uetz et al	;10688190;
YJL025W	YBL014C	Two Hybrid	Uetz et al	;10688190;
YMR270C	YBL025W	Two Hybrid	Uetz et al	;10688190;
YGR213C	YHR134W	Two Hybrid	Uetz et al	;10688190;
YCR009C	YDR388W	Two Hybrid	Uetz et al	;10688190;
YCR009C	YBR108W	Two Hybrid	Uetz et al	;10688190;
YGL175C	YGL175C	Two Hybrid	Uetz et al	;10688190;
YGL175C	YCR086W	Two Hybrid	Uetz et al	;10688190;
YGL229C	YJL030W	Two Hybrid	Uetz et al	;10688190;
YGL229C	YJL013C	Two Hybrid	Uetz et al	;10688190;
YGL229C	YBR196C	Two Hybrid	Uetz et al	;10688190;
YGL229C	YJL178C	Two Hybrid	Uetz et al	;10688190;
YGL229C	YJL211C	Two Hybrid	Uetz et al	;10688190;
YGL229C	YMR181C	Two Hybrid	Uetz et al	;10688190;
YGL229C	YOR062C	Two Hybrid	Uetz et al	;10688190;
YGL229C	YPR040W	Two Hybrid	Uetz et al	;10688190;
YMR079W	YDL001W	Two Hybrid	Uetz et al	;10688190;
YNL287W	YBR281C	Two Hybrid	Uetz et al	;10688190;
YDR077W	YDR044W	Two Hybrid	Uetz et al	;10688190;
YDL212W	YDR508C	Two Hybrid	Uetz et al	;10688190;
YNL236W	YDR054C	Two Hybrid	Uetz et al	;10688190;
YNL236W	YGL238W	Two Hybrid	Uetz et al	;10688190;
YNL236W	YOR355W	Two Hybrid	Uetz et al	;10688190;
YNL236W	YJL030W	Two Hybrid	Uetz et al	;10688190;
YNL236W	YJL013C	Two Hybrid	Uetz et al	;10688190;
YNL236W	YJR034W	Two Hybrid	Uetz et al	;10688190;
YNL236W	YKL012W	Two Hybrid	Uetz et al	;10688190;
YNL236W	YFR033C	Two Hybrid	Uetz et al	;10688190;
YNL236W	YGR046W	Two Hybrid	Uetz et al	;10688190;
YNL236W	YGR117C	Two Hybrid	Uetz et al	;10688190;
YGL208W	YGL115W	Two Hybrid	Uetz et al	;10688190;
YDR328C	YLR399C	Two Hybrid	Uetz et al	;10688190;
YDR328C	YFL009W	Two Hybrid	Uetz et al	;10688190;
YDR328C	YMR094W	Two Hybrid	Uetz et al	;10688190;
YDR328C	YJR090C	Two Hybrid	Uetz et al	;10688190;
YDR328C	YIL046W	Two Hybrid	Uetz et al	;10688190;
YDR328C	YDR139C	Two Hybrid	Uetz et al	;10688190;
YDR328C	YOR057W	Two Hybrid	Uetz et al	;10688190;
YDR328C	YLR097C	Two Hybrid	Uetz et al	;10688190;
YDR328C	YLR224W	Two Hybrid	Uetz et al	;10688190;
YDR328C	YLR352W	Two Hybrid	Uetz et al	;10688190;
YDR328C	YLR368W	Two Hybrid	Uetz et al	;10688190;
YDR088C	YDL144C	Two Hybrid	Uetz et al	;10688190;
YGR229C	YKR099W	Two Hybrid	Uetz et al	;10688190;
YPR054W	YFL029C	Two Hybrid	Uetz et al	;10688190;
YDR510W	YDL064W	Two Hybrid	Uetz et al	;10688190;
YPR182W	YLR275W	Two Hybrid	Uetz et al	;10688190;
YDR477W	YER027C	Two Hybrid	Uetz et al	;10688190;
YDR477W	YGL208W	Two Hybrid	Uetz et al	;10688190;
YDR477W	YNL218W	Two Hybrid	Uetz et al	;10688190;
YGL115W	YML110C	Two Hybrid	Uetz et al	;10688190;
YGL115W	YER027C	Two Hybrid	Uetz et al	;10688190;
YGL115W	YDL214C	Two Hybrid	Uetz et al	;10688190;
YGL115W	YJL114W	Two Hybrid	Uetz et al	;10688190;
YGL115W	YJR083C	Two Hybrid	Uetz et al	;10688190;
YGL115W	YMR291W	Two Hybrid	Uetz et al	;10688190;
YMR095C	YMR096W	Two Hybrid	Uetz et al	;10688190;
YMR095C	YNL333W	Two Hybrid	Uetz et al	;10688190;
