ORF_A	ORF_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID
YGR145W	YDR299W	Two Hybrid	BIND	;11283351;
YGR149W	YIR038C	Two Hybrid	BIND	;11283351;
YGR151C	YDR413C	Two Hybrid	BIND	;11283351;
YGR159C	YNL053W	Two Hybrid	BIND	;11283351;
YGR160W	YPL051W	Two Hybrid	BIND	;11283351;
YGR165W	YBR034C	Two Hybrid	BIND	;11283351;
YGR165W	YLR035C	Two Hybrid	BIND	;11283351;
YGR165W	YPL265W	Two Hybrid	BIND	;11283351;
YGR166W	YOR197W	Two Hybrid	BIND	;11283351;
YGR168C	YIR018W	Two Hybrid	BIND	;11283351;
YGR169C	YDR516C	Two Hybrid	BIND	;11283351;
YGR172C	YDR515W	Two Hybrid	BIND	;11283351;
YGR172C	YLR324W	Two Hybrid	BIND	;11283351;
YGR173W	YDL054C	Two Hybrid	BIND	;11283351;
YGR173W	YIL162W	Two Hybrid	BIND	;11283351;
YGR173W	YMR319C	Two Hybrid	BIND	;11283351;
YGR177C	YGR172C	Two Hybrid	BIND	;11283351;
YGR178C	YGL092W	Two Hybrid	BIND	;11283351;
YGR178C	YHR121W	Two Hybrid	BIND	;11283351;
YGR178C	YJL035C	Two Hybrid	BIND	;11283351;
YGR179C	YBR211C	Two Hybrid	BIND	;11283351;
YGR181W	YBR034C	Two Hybrid	BIND	;11283351;
YGR185C	YPL013C	Two Hybrid	BIND	;11283351;
YGR189C	YDL100C	Two Hybrid	BIND	;11283351;
YGR191W	YIR038C	Two Hybrid	BIND	;11283351;
YGR191W	YLR283W	Two Hybrid	BIND	;11283351;
YGR193C	YNL121C	Two Hybrid	BIND	;11283351;
YGR196C	YBR260C	Two Hybrid	BIND	;11283351;
YGR196C	YGR253C	Two Hybrid	BIND	;11283351;
YGR199W	YBR059C	Two Hybrid	BIND	;11283351;
YGR205W	YLR210W	Two Hybrid	BIND	;11283351;
YGR207C	YDR309C	Two Hybrid	BIND	;11283351;
YGR208W	YPL011C	Two Hybrid	BIND	;11283351;
YGR209C	YDL081C	Two Hybrid	BIND	;11283351;
YGR209C	YPL020C	Two Hybrid	BIND	;11283351;
YGR211W	YNL281W	Two Hybrid	BIND	;11283351;
YGR211W	YOL133W	Two Hybrid	BIND	;11283351;
YGR211W	YOR028C	Two Hybrid	BIND	;11283351;
YGR214W	YIL009W	Two Hybrid	BIND	;11283351;
YGR218W	YBL031W	Two Hybrid	BIND	;11283351;
YGR218W	YCR077C	Two Hybrid	BIND	;11283351;
YGR218W	YDL065C	Two Hybrid	BIND	;11283351;
YGR218W	YDR016C	Two Hybrid	BIND	;11283351;
YGR218W	YDR102C	Two Hybrid	BIND	;11283351;
YGR218W	YDR192C	Two Hybrid	BIND	;11283351;
YGR218W	YDR229W	Two Hybrid	BIND	;11283351;
YGR218W	YEL015W	Two Hybrid	BIND	;11283351;
YGR218W	YER004W	Two Hybrid	BIND	;11283351;
YGR218W	YER062C	Two Hybrid	BIND	;11283351;
YGR218W	YFL068W	Two Hybrid	BIND	;11283351;
YGR218W	YGL149W	Two Hybrid	BIND	;11283351;
YGR218W	YGL170C	Two Hybrid	BIND	;11283351;
YGR218W	YGR119C	Two Hybrid	BIND	;11283351;
YGR218W	YGR178C	Two Hybrid	BIND	;11283351;
YGR218W	YJL210W	Two Hybrid	BIND	;11283351;
YGR218W	YJR083C	Two Hybrid	BIND	;11283351;
YGR218W	YJR134C	Two Hybrid	BIND	;11283351;
YGR218W	YKL068W	Two Hybrid	BIND	;11283351;
YGR218W	YKL143W	Two Hybrid	BIND	;11283351;
YGR218W	YLR151C	Two Hybrid	BIND	;11283351;
YGR218W	YLR436C	Two Hybrid	BIND	;11283351;
YGR218W	YML007W	Two Hybrid	BIND	;11283351;
YGR218W	YML120C	Two Hybrid	BIND	;11283351;
YGR218W	YMR124W	Two Hybrid	BIND	;11283351;
YGR218W	YNL164C	Two Hybrid	BIND	;11283351;
YGR218W	YOL149W	Two Hybrid	BIND	;11283351;
YGR218W	YOR147W	Two Hybrid	BIND	;11283351;
YGR218W	YOR177C	Two Hybrid	BIND	;11283351;
YGR218W	YOR184W	Two Hybrid	BIND	;11283351;
YGR218W	YOR329C	Two Hybrid	BIND	;11283351;
YGR218W	YPL056C	Two Hybrid	BIND	;11283351;
YGR218W	YPL120W	Two Hybrid	BIND	;11283351;
YGR223C	YOR089C	Two Hybrid	BIND	;11283351;
YGR229C	YPR110C	Two Hybrid	BIND	;11283351;
YGR236C	YOR358W	Two Hybrid	BIND	;11283351;
YGR237C	YLR128W	Two Hybrid	BIND	;11283351;
YGR239C	YBR103W	Two Hybrid	BIND	;11283351;
YGR239C	YDR259C	Two Hybrid	BIND	;11283351;
YGR239C	YGR249W	Two Hybrid	BIND	;11283351;
YGR239C	YLR234W	Two Hybrid	BIND	;11283351;
YGR239C	YMR192W	Two Hybrid	BIND	;11283351;
YGR239C	YMR267W	Two Hybrid	BIND	;11283351;
YGR239C	YOR389W	Two Hybrid	BIND	;11283351;
YGR242W	YDL065C	Two Hybrid	BIND	;11283351;
YGR247W	YER045C	Two Hybrid	BIND	;11283351;
YGR247W	YOR327C	Two Hybrid	BIND	;11283351;
YGR250C	YAL036C	Two Hybrid	BIND	;11283351;
YGR250C	YMR032W	Two Hybrid	BIND	;11283351;
YGR252W	YOR225W	Two Hybrid	BIND	;11283351;
YGR254W	YNR036C	Two Hybrid	BIND	;11283351;
YGR263C	YNL066W	Two Hybrid	BIND	;11283351;
YGR263C	YOR180C	Two Hybrid	BIND	;11283351;
YGR268C	YAL041W	Two Hybrid	BIND	;11283351;
YGR268C	YBR058C	Two Hybrid	BIND	;11283351;
YGR268C	YDR388W	Two Hybrid	BIND	;11283351;
YGR268C	YER125W	Two Hybrid	BIND	;11283351;
YGR271W	YER049W	Two Hybrid	BIND	;11283351;
YGR276C	YNR015W	Two Hybrid	BIND	;11283351;
YGR280C	YMR102C	Two Hybrid	BIND	;11283351;
YGR283C	YNL281W	Two Hybrid	BIND	;11283351;
YGR285C	YJL172W	Two Hybrid	BIND	;11283351;
YGR289C	YDR413C	Two Hybrid	BIND	;11283351;
YGR292W	YLR054C	Two Hybrid	BIND	;11283351;
YHL001W	YDR225W	Two Hybrid	BIND	;11283351;
YHL002W	YDR259C	Two Hybrid	BIND	;11283351;
YHL002W	YGR268C	Two Hybrid	BIND	;11283351;
YHL003C	YKL008C	Two Hybrid	BIND	;11283351;
YHL004W	YBL014C	Two Hybrid	BIND	;11283351;
YHL004W	YBR103W	Two Hybrid	BIND	;11283351;
YHL004W	YDL100C	Two Hybrid	BIND	;11283351;
YHL004W	YDR110W	Two Hybrid	BIND	;11283351;
YHL004W	YER086W	Two Hybrid	BIND	;11283351;
YHL004W	YGR249W	Two Hybrid	BIND	;11283351;
YHL004W	YLR423C	Two Hybrid	BIND	;11283351;
YHL004W	YMR153W	Two Hybrid	BIND	;11283351;
YHL004W	YOR212W	Two Hybrid	BIND	;11283351;
YHL004W	YPL255W	Two Hybrid	BIND	;11283351;
YHL006C	YLR134W	Two Hybrid	BIND	;11283351;
YHL006C	YLR376C	Two Hybrid	BIND	;11283351;
YHL006C	YPL255W	Two Hybrid	BIND	;11283351;
YHL015W	YLL031C	Two Hybrid	BIND	;11283351;
YHL019C	YBR019C	Two Hybrid	BIND	;11283351;
YHL019C	YFR045W	Two Hybrid	BIND	;11283351;
YHL019C	YPR029C	Two Hybrid	BIND	;11283351;
YHL021C	YGR101W	Two Hybrid	BIND	;11283351;
YHL021C	YOR107W	Two Hybrid	BIND	;11283351;
YHL026C	YOL064C	Two Hybrid	BIND	;11283351;
YHL027W	YIL131C	Two Hybrid	BIND	;11283351;
YHL036W	YPR163C	Two Hybrid	BIND	;11283351;
YHR005C	YDL100C	Two Hybrid	BIND	;11283351;
YHR005C	YOR212W	Two Hybrid	BIND	;11283351;
YHR009C	YOR359W	Two Hybrid	BIND	;11283351;
YHR011W	YPR004C	Two Hybrid	BIND	;11283351;
YHR019C	YGL106W	Two Hybrid	BIND	;11283351;
YHR019C	YHR204W	Two Hybrid	BIND	;11283351;
YHR030C	YLR147C	Two Hybrid	BIND	;11283351;
YHR030C	YLR262C	Two Hybrid	BIND	;11283351;
YHR030C	YLR268W	Two Hybrid	BIND	;11283351;
YHR030C	YLR346C	Two Hybrid	BIND	;11283351;
YHR030C	YLR350W	Two Hybrid	BIND	;11283351;
YHR035W	YLL013C	Two Hybrid	BIND	;11283351;
YHR036W	YGL092W	Two Hybrid	BIND	;11283351;
YHR040W	YNL206C	Two Hybrid	BIND	;11283351;
YHR041C	YAL054C	Two Hybrid	BIND	;11283351;
YHR041C	YBR179C	Two Hybrid	BIND	;11283351;
YHR041C	YBR193C	Two Hybrid	BIND	;11283351;
YHR041C	YCR012W	Two Hybrid	BIND	;11283351;
YHR041C	YDR154C	Two Hybrid	BIND	;11283351;
YHR041C	YER066W	Two Hybrid	BIND	;11283351;
YHR041C	YJL015C	Two Hybrid	BIND	;11283351;
YHR041C	YJL086C	Two Hybrid	BIND	;11283351;
YHR041C	YLR164W	Two Hybrid	BIND	;11283351;
YHR041C	YLR309C	Two Hybrid	BIND	;11283351;
YHR041C	YLR344W	Two Hybrid	BIND	;11283351;
YHR041C	YNL334C	Two Hybrid	BIND	;11283351;
YHR041C	YOR073W	Two Hybrid	BIND	;11283351;
YHR041C	YPR203W	Two Hybrid	BIND	;11283351;
YHR043C	YLR423C	Two Hybrid	BIND	;11283351;
YHR045W	YOR128C	Two Hybrid	BIND	;11283351;
YHR050W	YKR089C	Two Hybrid	BIND	;11283351;
YHR056C	YFL067W	Two Hybrid	BIND	;11283351;
YHR056C	YLL018C	Two Hybrid	BIND	;11283351;
YHR057C	YDL100C	Two Hybrid	BIND	;11283351;
YHR062C	YOR176W	Two Hybrid	BIND	;11283351;
YHR063C	YPR180W	Two Hybrid	BIND	;11283351;
YHR065C	YDR367W	Two Hybrid	BIND	;11283351;
YHR068W	YKL135C	Two Hybrid	BIND	;11283351;
YHR074W	YHR074W	Two Hybrid	BIND	;11283351;
YHR094C	YHR122W	Two Hybrid	BIND	;11283351;
YHR096C	YLL020C	Two Hybrid	BIND	;11283351;
YHR098C	YJL199C	Two Hybrid	BIND	;11283351;
YHR098C	YJR048W	Two Hybrid	BIND	;11283351;
YHR098C	YPR181C	Two Hybrid	BIND	;11283351;
YHR102W	YDL217C	Two Hybrid	BIND	;11283351;
YHR102W	YDR229W	Two Hybrid	BIND	;11283351;
YHR102W	YFR004W	Two Hybrid	BIND	;11283351;
YHR102W	YKL189W	Two Hybrid	BIND	;11283351;
YHR102W	YLR315W	Two Hybrid	BIND	;11283351;
YHR102W	YLR365W	Two Hybrid	BIND	;11283351;
YHR102W	YPL018W	Two Hybrid	BIND	;11283351;
YHR107C	YDL225W	Two Hybrid	BIND	;11283351;
YHR107C	YJR076C	Two Hybrid	BIND	;11283351;
YHR109W	YGR071C	Two Hybrid	BIND	;11283351;
YHR111W	YIL132C	Two Hybrid	BIND	;11283351;
YHR113W	YOL082W	Two Hybrid	BIND	;11283351;
YHR114W	YAL064W	Two Hybrid	BIND	;11283351;
YHR114W	YBL109W	Two Hybrid	BIND	;11283351;
YHR114W	YBR192W	Two Hybrid	BIND	;11283351;
YHR114W	YCR035C	Two Hybrid	BIND	;11283351;
YHR114W	YCR044C	Two Hybrid	BIND	;11283351;
YHR114W	YDL015C	Two Hybrid	BIND	;11283351;
YHR114W	YDL037C	Two Hybrid	BIND	;11283351;
YHR114W	YDL100C	Two Hybrid	BIND	;11283351;
YHR114W	YDL134C	Two Hybrid	BIND	;11283351;
YHR114W	YDL172C	Two Hybrid	BIND	;11283351;
YHR114W	YDL213C	Two Hybrid	BIND	;11283351;
YHR114W	YDL217C	Two Hybrid	BIND	;11283351;
YHR114W	YDR042C	Two Hybrid	BIND	;11283351;
YHR114W	YDR056C	Two Hybrid	BIND	;11283351;
YHR114W	YDR069C	Two Hybrid	BIND	;11283351;
YHR114W	YDR148C	Two Hybrid	BIND	;11283351;
YHR114W	YDR319C	Two Hybrid	BIND	;11283351;
YHR114W	YDR416W	Two Hybrid	BIND	;11283351;
YHR114W	YDR422C	Two Hybrid	BIND	;11283351;
YHR114W	YDR515W	Two Hybrid	BIND	;11283351;
YHR114W	YDR529C	Two Hybrid	BIND	;11283351;
YHR114W	YEL017W	Two Hybrid	BIND	;11283351;
YHR114W	YER079W	Two Hybrid	BIND	;11283351;
YHR114W	YER096W	Two Hybrid	BIND	;11283351;
YHR114W	YER117W	Two Hybrid	BIND	;11283351;
YHR114W	YER125W	Two Hybrid	BIND	;11283351;
YHR114W	YER159C	Two Hybrid	BIND	;11283351;
YHR114W	YFL012W	Two Hybrid	BIND	;11283351;
YHR114W	YFL018C	Two Hybrid	BIND	;11283351;
YHR114W	YFR027W	Two Hybrid	BIND	;11283351;
YHR114W	YGL018C	Two Hybrid	BIND	;11283351;
YHR114W	YGL030W	Two Hybrid	BIND	;11283351;
YHR114W	YGL037C	Two Hybrid	BIND	;11283351;
YHR114W	YGL129C	Two Hybrid	BIND	;11283351;
YHR114W	YGL189C	Two Hybrid	BIND	;11283351;
YHR114W	YGL222C	Two Hybrid	BIND	;11283351;
YHR114W	YGL225W	Two Hybrid	BIND	;11283351;
YHR114W	YGL236C	Two Hybrid	BIND	;11283351;
YHR114W	YGR031W	Two Hybrid	BIND	;11283351;
YHR114W	YGR110W	Two Hybrid	BIND	;11283351;
YHR114W	YGR215W	Two Hybrid	BIND	;11283351;
YHR114W	YHL044W	Two Hybrid	BIND	;11283351;
YHR114W	YHR133C	Two Hybrid	BIND	;11283351;
YHR114W	YIL008W	Two Hybrid	BIND	;11283351;
YHR114W	YIL045W	Two Hybrid	BIND	;11283351;
YHR114W	YIL132C	Two Hybrid	BIND	;11283351;
YHR114W	YIR021W	Two Hybrid	BIND	;11283351;
YHR114W	YJL012C	Two Hybrid	BIND	;11283351;
YHR114W	YJL047C	Two Hybrid	BIND	;11283351;
YHR114W	YJL065C	Two Hybrid	BIND	;11283351;
YHR114W	YJL086C	Two Hybrid	BIND	;11283351;
YHR114W	YJL117W	Two Hybrid	BIND	;11283351;
YHR114W	YJL152W	Two Hybrid	BIND	;11283351;
YHR114W	YJL159W	Two Hybrid	BIND	;11283351;
YHR114W	YJL174W	Two Hybrid	BIND	;11283351;
YHR114W	YJL180C	Two Hybrid	BIND	;11283351;
YHR114W	YJL203W	Two Hybrid	BIND	;11283351;
YHR114W	YJR108W	Two Hybrid	BIND	;11283351;
YHR114W	YKL007W	Two Hybrid	BIND	;11283351;
YHR114W	YKL157W	Two Hybrid	BIND	;11283351;
YHR114W	YKL175W	Two Hybrid	BIND	;11283351;
YHR114W	YKL177W	Two Hybrid	BIND	;11283351;
YHR114W	YKR032W	Two Hybrid	BIND	;11283351;
YHR114W	YLL054C	Two Hybrid	BIND	;11283351;
YHR114W	YLR105C	Two Hybrid	BIND	;11283351;
YHR114W	YLR112W	Two Hybrid	BIND	;11283351;
YHR114W	YLR136C	Two Hybrid	BIND	;11283351;
YHR114W	YLR309C	Two Hybrid	BIND	;11283351;
YHR114W	YLR461W	Two Hybrid	BIND	;11283351;
YHR114W	YML008C	Two Hybrid	BIND	;11283351;
YHR114W	YML092C	Two Hybrid	BIND	;11283351;
YHR114W	YML131W	Two Hybrid	BIND	;11283351;
YHR114W	YNL092W	Two Hybrid	BIND	;11283351;
YHR114W	YNL280C	Two Hybrid	BIND	;11283351;
YHR114W	YNR007C	Two Hybrid	BIND	;11283351;
YHR114W	YNR035C	Two Hybrid	BIND	;11283351;
YHR114W	YOL002C	Two Hybrid	BIND	;11283351;
YHR114W	YOL018C	Two Hybrid	BIND	;11283351;
YHR114W	YOL082W	Two Hybrid	BIND	;11283351;
YHR114W	YOR059C	Two Hybrid	BIND	;11283351;
YHR114W	YOR175C	Two Hybrid	BIND	;11283351;
YHR114W	YOR224C	Two Hybrid	BIND	;11283351;
YHR114W	YOR281C	Two Hybrid	BIND	;11283351;
YHR114W	YPL057C	Two Hybrid	BIND	;11283351;
YHR114W	YPL111W	Two Hybrid	BIND	;11283351;
YHR114W	YPL124W	Two Hybrid	BIND	;11283351;
YHR114W	YPL152W	Two Hybrid	BIND	;11283351;
YHR114W	YPL174C	Two Hybrid	BIND	;11283351;
YHR114W	YPR094W	Two Hybrid	BIND	;11283351;
YHR115C	YBR042C	Two Hybrid	BIND	;11283351;
YHR117W	YOR110W	Two Hybrid	BIND	;11283351;
YHR122W	YDL210W	Two Hybrid	BIND	;11283351;
YHR123W	YBR038W	Two Hybrid	BIND	;11283351;
YHR123W	YEL017W	Two Hybrid	BIND	;11283351;
YHR123W	YIR038C	Two Hybrid	BIND	;11283351;
YHR128W	YDL100C	Two Hybrid	BIND	;11283351;
YHR128W	YNR012W	Two Hybrid	BIND	;11283351;
YHR129C	YMR294W	Two Hybrid	BIND	;11283351;
YHR130C	YNL005C	Two Hybrid	BIND	;11283351;
YHR132C	YNL291C	Two Hybrid	BIND	;11283351;
YHR135C	YDR264C	Two Hybrid	BIND	;11283351;
YHR137W	YMR152W	Two Hybrid	BIND	;11283351;
YHR142W	YKL127W	Two Hybrid	BIND	;11283351;
YHR143W-A	YIL025C	Two Hybrid	BIND	;11283351;
YHR145C	YNL012W	Two Hybrid	BIND	;11283351;
YHR147C	YER066W	Two Hybrid	BIND	;11283351;
YHR148W	YER122C	Two Hybrid	BIND	;11283351;
YHR151C	YNL193W	Two Hybrid	BIND	;11283351;
YHR156C	YJR010W	Two Hybrid	BIND	;11283351;
YHR163W	YDR287W	Two Hybrid	BIND	;11283351;
YHR166C	YBR270C	Two Hybrid	BIND	;11283351;
YHR166C	YDR448W	Two Hybrid	BIND	;11283351;
YHR166C	YLR451W	Two Hybrid	BIND	;11283351;
YHR166C	YPL124W	Two Hybrid	BIND	;11283351;
YHR168W	YER147C	Two Hybrid	BIND	;11283351;
YHR169W	YKL075C	Two Hybrid	BIND	;11283351;
YHR174W	YIL091C	Two Hybrid	BIND	;11283351;
YHR174W	YPR053C	Two Hybrid	BIND	;11283351;
YHR178W	YCL038C	Two Hybrid	BIND	;11283351;
YHR178W	YDL164C	Two Hybrid	BIND	;11283351;
YHR178W	YDR070C	Two Hybrid	BIND	;11283351;
YHR178W	YHR121W	Two Hybrid	BIND	;11283351;
YHR178W	YJR007W	Two Hybrid	BIND	;11283351;
YHR178W	YMR020W	Two Hybrid	BIND	;11283351;
YHR178W	YNL252C	Two Hybrid	BIND	;11283351;
YHR178W	YOR171C	Two Hybrid	BIND	;11283351;
YHR178W	YOR351C	Two Hybrid	BIND	;11283351;
YHR178W	YOR377W	Two Hybrid	BIND	;11283351;
YHR178W	YPL076W	Two Hybrid	BIND	;11283351;
YHR179W	YJL090C	Two Hybrid	BIND	;11283351;
YHR180W	YDL100C	Two Hybrid	BIND	;11283351;
YHR190W	YIR038C	Two Hybrid	BIND	;11283351;
YHR190W	YMR153W	Two Hybrid	BIND	;11283351;
YHR198C	YKR029C	Two Hybrid	BIND	;11283351;
YHR201C	YPR056W	Two Hybrid	BIND	;11283351;
YHR204W	YJL053W	Two Hybrid	BIND	;11283351;
YHR207C	YPL258C	Two Hybrid	BIND	;11283351;
YHR216W	YGL172W	Two Hybrid	BIND	;11283351;
YIL007C	YOR117W	Two Hybrid	BIND	;11283351;
YIL008W	YLR197W	Two Hybrid	BIND	;11283351;
YIL016W	YMR222C	Two Hybrid	BIND	;11283351;
YIL023C	YIR038C	Two Hybrid	BIND	;11283351;
YIL023C	YMR104C	Two Hybrid	BIND	;11283351;
YIL023C	YNR028W	Two Hybrid	BIND	;11283351;
YIL025C	YOR352W	Two Hybrid	BIND	;11283351;
YIL026C	YMR313C	Two Hybrid	BIND	;11283351;
YIL034C	YAL014C	Two Hybrid	BIND	;11283351;
YIL034C	YBR096W	Two Hybrid	BIND	;11283351;
YIL034C	YBR119W	Two Hybrid	BIND	;11283351;
YIL034C	YBR173C	Two Hybrid	BIND	;11283351;
YIL034C	YBR188C	Two Hybrid	BIND	;11283351;
YIL034C	YBR201W	Two Hybrid	BIND	;11283351;
YIL034C	YBR264C	Two Hybrid	BIND	;11283351;
YIL034C	YBR277C	Two Hybrid	BIND	;11283351;
YIL034C	YBR291C	Two Hybrid	BIND	;11283351;
YIL034C	YCL009C	Two Hybrid	BIND	;11283351;
YIL034C	YCL022C	Two Hybrid	BIND	;11283351;
YIL034C	YCL035C	Two Hybrid	BIND	;11283351;
YIL034C	YCL056C	Two Hybrid	BIND	;11283351;
YIL034C	YDL165W	Two Hybrid	BIND	;11283351;
YIL039W	YDR453C	Two Hybrid	BIND	;11283351;
YIL040W	YLL024C	Two Hybrid	BIND	;11283351;
YIL045W	YOR178C	Two Hybrid	BIND	;11283351;
YIL046W	YNL182C	Two Hybrid	BIND	;11283351;
YIL049W	YBR285W	Two Hybrid	BIND	;11283351;
YIL050W	YDL224C	Two Hybrid	BIND	;11283351;
YIL050W	YLR190W	Two Hybrid	BIND	;11283351;
YIL050W	YLR449W	Two Hybrid	BIND	;11283351;
YIL050W	YNL218W	Two Hybrid	BIND	;11283351;
YIL053W	YOR208W	Two Hybrid	BIND	;11283351;
YIL053W	YPL201C	Two Hybrid	BIND	;11283351;
YIL054W	YLR386W	Two Hybrid	BIND	;11283351;
YIL061C	YBR034C	Two Hybrid	BIND	;11283351;
YIL064W	YFR003C	Two Hybrid	BIND	;11283351;
YIL068C	YPL179W	Two Hybrid	BIND	;11283351;
YIL074C	YLR053C	Two Hybrid	BIND	;11283351;
YIL074C	YLR056W	Two Hybrid	BIND	;11283351;
YIL092W	YGL122C	Two Hybrid	BIND	;11283351;
YIL092W	YHR074W	Two Hybrid	BIND	;11283351;
YIL092W	YNR028W	Two Hybrid	BIND	;11283351;
YIL092W	YNR040W	Two Hybrid	BIND	;11283351;
YIL097W	YPL227C	Two Hybrid	BIND	;11283351;
YIL098C	YPR180W	Two Hybrid	BIND	;11283351;
YIL103W	YKL191W	Two Hybrid	BIND	;11283351;
YIL104C	YMR296C	Two Hybrid	BIND	;11283351;
YIL104C	YNL124W	Two Hybrid	BIND	;11283351;
YIL104C	YNL326C	Two Hybrid	BIND	;11283351;
YIL106W	YBR255W	Two Hybrid	BIND	;11283351;
YIL106W	YIL169C	Two Hybrid	BIND	;11283351;
YIL106W	YNL161W	Two Hybrid	BIND	;11283351;
YIL108W	YGR136W	Two Hybrid	BIND	;11283351;
YIL108W	YOR032C	Two Hybrid	BIND	;11283351;
YIL109C	YGR057C	Two Hybrid	BIND	;11283351;
YIL109C	YPR181C	Two Hybrid	BIND	;11283351;
YIL111W	YDR254W	Two Hybrid	BIND	;11283351;
YIL117C	YOL116W	Two Hybrid	BIND	;11283351;
YIL118W	YHR087W	Two Hybrid	BIND	;11283351;
YIL121W	YGR145W	Two Hybrid	BIND	;11283351;
YIL131C	YNL042W	Two Hybrid	BIND	;11283351;
YIL134W	YDR532C	Two Hybrid	BIND	;11283351;
YIL153W	YOL044W	Two Hybrid	BIND	;11283351;
YIL158W	YIR002C	Two Hybrid	BIND	;11283351;
YIL162W	YDL100C	Two Hybrid	BIND	;11283351;
YIL169C	YNR074C	Two Hybrid	BIND	;11283351;
YIR016W	YNL161W	Two Hybrid	BIND	;11283351;
YIR017C	YDR306C	Two Hybrid	BIND	;11283351;
YIR017C	YLR423C	Two Hybrid	BIND	;11283351;
YIR017C	YNL016W	Two Hybrid	BIND	;11283351;
YIR022W	YPR163C	Two Hybrid	BIND	;11283351;
YIR034C	YGL153W	Two Hybrid	BIND	;11283351;
YIR040C	YDR108W	Two Hybrid	BIND	;11283351;
YJL010C	YHR109W	Two Hybrid	BIND	;11283351;
YJL015C	YOR136W	Two Hybrid	BIND	;11283351;
YJL018W	YBR070C	Two Hybrid	BIND	;11283351;
YJL026W	YPL227C	Two Hybrid	BIND	;11283351;
YJL036W	YLR423C	Two Hybrid	BIND	;11283351;
YJL039C	YBR059C	Two Hybrid	BIND	;11283351;
YJL039C	YMR032W	Two Hybrid	BIND	;11283351;
YJL039C	YMR153W	Two Hybrid	BIND	;11283351;
YJL041W	YLR423C	Two Hybrid	BIND	;11283351;
YJL047C	YFL059W	Two Hybrid	BIND	;11283351;
YJL057C	YMR153W	Two Hybrid	BIND	;11283351;
YJL057C	YOR028C	Two Hybrid	BIND	;11283351;
YJL061W	YJL041W	Two Hybrid	BIND	;11283351;
YJL061W	YKL061W	Two Hybrid	BIND	;11283351;
YJL061W	YLR423C	Two Hybrid	BIND	;11283351;
YJL063C	YHL024W	Two Hybrid	BIND	;11283351;
YJL070C	YBL100C	Two Hybrid	BIND	;11283351;
YJL070C	YDR250C	Two Hybrid	BIND	;11283351;
YJL070C	YDR374C	Two Hybrid	BIND	;11283351;
YJL070C	YDR404C	Two Hybrid	BIND	;11283351;
YJL070C	YDR429C	Two Hybrid	BIND	;11283351;
YJL070C	YDR504C	Two Hybrid	BIND	;11283351;
YJL070C	YGL259W	Two Hybrid	BIND	;11283351;
YJL071W	YBR130C	Two Hybrid	BIND	;11283351;
YJL072C	YDR489W	Two Hybrid	BIND	;11283351;
YJL075C	YDL100C	Two Hybrid	BIND	;11283351;
YJL078C	YKL157W	Two Hybrid	BIND	;11283351;
YJL091C	YER087C-B	Two Hybrid	BIND	;11283351;
YJL096W	YKL191W	Two Hybrid	BIND	;11283351;
YJL096W	YOL075C	Two Hybrid	BIND	;11283351;
YJL099W	YDR079W	Two Hybrid	BIND	;11283351;
YJL099W	YLR424W	Two Hybrid	BIND	;11283351;
YJL102W	YIR013C	Two Hybrid	BIND	;11283351;
YJL117W	YLR423C	Two Hybrid	BIND	;11283351;
YJL117W	YMR153W	Two Hybrid	BIND	;11283351;
YJL124C	YCR077C	Two Hybrid	BIND	;11283351;
YJL128C	YBR047W	Two Hybrid	BIND	;11283351;
YJL131C	YHR142W	Two Hybrid	BIND	;11283351;
YJL134W	YGL053W	Two Hybrid	BIND	;11283351;
YJL137C	YLR258W	Two Hybrid	BIND	;11283351;
YJL137C	YMR212C	Two Hybrid	BIND	;11283351;
YJL141C	YOR197W	Two Hybrid	BIND	;11283351;
YJL152W	YOR281C	Two Hybrid	BIND	;11283351;
YJL153C	YDL100C	Two Hybrid	BIND	;11283351;
YJL164C	YIL033C	Two Hybrid	BIND	;11283351;
YJL174W	YOR194C	Two Hybrid	BIND	;11283351;
YJL179W	YOR380W	Two Hybrid	BIND	;11283351;
YJL184W	YCR098C	Two Hybrid	BIND	;11283351;
YJL184W	YOR117W	Two Hybrid	BIND	;11283351;
YJL190C	YJL153C	Two Hybrid	BIND	;11283351;
YJL191W	YNL041C	Two Hybrid	BIND	;11283351;
YJL202C	YGR060W	Two Hybrid	BIND	;11283351;
YJL208C	YKL222C	Two Hybrid	BIND	;11283351;
YJL212C	YFR017C	Two Hybrid	BIND	;11283351;
YJR004C	YIR012W	Two Hybrid	BIND	;11283351;
YJR006W	YJR043C	Two Hybrid	BIND	;11283351;
YJR008W	YHR129C	Two Hybrid	BIND	;11283351;
YJR010W	YJR010W	Two Hybrid	BIND	;11283351;
YJR011C	YNR069C	Two Hybrid	BIND	;11283351;
YJR011C	YOR047C	Two Hybrid	BIND	;11283351;
YJR015W	YDR179C	Two Hybrid	BIND	;11283351;
YJR022W	YCR077C	Two Hybrid	BIND	;11283351;
YJR025C	YML108W	Two Hybrid	BIND	;11283351;
YJR030C	YGL042C	Two Hybrid	BIND	;11283351;
YJR030C	YJL158C	Two Hybrid	BIND	;11283351;
YJR031C	YFR037C	Two Hybrid	BIND	;11283351;
YJR037W	YDL246C	Two Hybrid	BIND	;11283351;
YJR050W	YLR297W	Two Hybrid	BIND	;11283351;
YJR055W	YDR252W	Two Hybrid	BIND	;11283351;
